,id,rooms,metro,area,floor,parking,price,renovation,room_area,balcony,windows,bathroom,allowed_children_pets,ceiling_height,city
272,256518254,1,Новодачная,38.0,8,наземная,35000.0,Евроремонт,17.666666666666668,Балкон (1),На улицу,Совмещенный (1),Можно с детьми,2.74,Москва
273,265357607,1,Алтуфьево,30.5,1,наземная,35000.0,Косметический,17.666666666666668,unknown,Во двор,Совмещенный (1),unknown,3.2,Москва
274,245971204,1,Новодачная,38.5,7,unknown,35000.0,Косметический,17.666666666666668,Балкон (1),На улицу,Раздельный (1),Можно с детьми,2.64,Москва
275,274344079,2,Алтуфьево,50.0,1,наземная,38000.0,Евроремонт,17.666666666666668,unknown,Во двор,unknown,unknown,3.0,Москва
276,274267929,2,Алтуфьево,52.0,10,unknown,42000.0,Косметический,17.666666666666668,Балкон (1),Во двор,unknown,Можно с детьми,2.74,Москва
277,273318241,1,Новодачная,40.0,2,наземная,43000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (1),Можно с детьми,2.48,Москва
278,270883351,1,Новодачная,29.0,9,наземная,45000.0,Косметический,29.0,unknown,Во двор,Совмещенный (1),unknown,3.0,Москва
279,273780889,2,Новодачная,56.0,15,unknown,45000.0,Евроремонт,15.0,Лоджия (1),На улицу и двор,Раздельный (1),unknown,2.75,Москва
280,272536453,2,Новодачная,54.0,2,unknown,45000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,unknown,Можно с детьми,3.0,Москва
281,268878838,2,Долгопрудная,64.0,12,unknown,49700.0,Косметический,19.0,Балкон (1),Во двор,Раздельный (1),unknown,3.0,Москва
282,270572812,2,Новодачная,48.1,4,наземная,50000.0,Евроремонт,11.333333333333334,Лоджия (1),На улицу и двор,Совмещенный (1),Можно с детьми,2.8,Москва
283,269471423,5,Долгопрудная,124.0,14,unknown,100000.0,Евроремонт,17.666666666666668,"Балкон (1), Лоджия (1)",На улицу и двор,"Совмещенный (1), Раздельный (1)",unknown,3.0,Москва
284,274741628,1,Новодачная,33.0,10,unknown,30000.0,Косметический,17.666666666666668,unknown,Во двор,unknown,unknown,3.0,Москва
285,274812555,1,Марк,37.7,3,unknown,32000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,2.74,Москва
286,274939275,1,Новодачная,38.0,5,unknown,35000.0,Евроремонт,17.666666666666668,Лоджия (1),На улицу,Раздельный (1),"Можно с детьми, Можно с животными",3.0,Москва
287,274891201,1,Новодачная,40.0,14,unknown,35000.0,Евроремонт,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),Можно с детьми,2.75,Москва
288,274792043,1,Новодачная,27.0,9,unknown,35000.0,Косметический,17.666666666666668,Лоджия (1),На улицу,Совмещенный (1),Можно с детьми,3.0,Москва
289,274557406,1,Новодачная,27.7,10,unknown,35000.0,Косметический,17.666666666666668,unknown,Во двор,unknown,unknown,3.0,Москва
290,274537001,1,Марк,40.0,5,unknown,35500.0,Косметический,17.666666666666668,Балкон (1),Во двор,unknown,unknown,2.74,Москва
291,274866930,1,Новодачная,41.0,15,unknown,39000.0,Дизайнерский,17.666666666666668,Лоджия (1),Во двор,Раздельный (1),unknown,3.0,Москва
292,274917171,2,Алтуфьево,52.2,11,unknown,47000.0,Косметический,17.666666666666668,Балкон (1),На улицу,Раздельный (1),Можно с детьми,2.64,Москва
296,212024381,4,Сухаревская,134.1,7,подземная,270000.0,Дизайнерский,15.428571428571429,Балкон (1),Во двор,Совмещенный (2),Можно с детьми,3.0,Москва
297,268876926,4,Кузнецкий мост,108.0,3,unknown,230000.0,Евроремонт,17.75,unknown,На улицу и двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.2,Москва
298,272945877,4,Сухаревская,168.0,4,unknown,300000.0,Евроремонт,17.666666666666668,unknown,Во двор,unknown,unknown,3.0,Москва
299,273737770,3,Проспект Мира,160.0,6,unknown,150000.0,Евроремонт,17.666666666666668,Лоджия (1),Во двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Москва
300,273632382,3,Кузнецкий мост,122.0,3,unknown,165000.0,Дизайнерский,17.666666666666668,unknown,Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
301,266473705,3,Проспект Мира,133.0,7,подземная,170000.0,Косметический,17.666666666666668,Лоджия (1),На улицу,Совмещенный (2),Можно с детьми,3.0,Москва
302,274665301,4,Цветной бульвар,138.0,2,открытая,200000.0,Косметический,20.0,unknown,Во двор,"Совмещенный (2), Раздельный (1)","Можно с детьми, Можно с животными",3.0,Москва
304,267738673,3,Проспект Мира,133.0,7,подземная,170000.0,Евроремонт,32.0,Балкон (1),На улицу,Совмещенный (2),unknown,3.0,Москва
305,274547960,4,Трубная,145.0,2,unknown,200000.0,Евроремонт,17.666666666666668,unknown,Во двор,Раздельный (2),unknown,3.0,Москва
306,274968027,2,Проспект Мира,40.0,4,наземная,45000.0,Косметический,11.5,Балкон (1),Во двор,Раздельный (1),Можно с детьми,3.0,Москва
307,273781555,2,Проспект Мира,71.0,7,наземная,115000.0,Косметический,17.666666666666668,Лоджия (1),Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
308,270949943,3,Трубная,74.0,2,unknown,120000.0,Евроремонт,19.333333333333332,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
309,274160822,5,Цветной бульвар,143.0,3,unknown,260000.0,Косметический,17.6,unknown,Во двор,Совмещенный (2),Можно с детьми,2.8,Москва
310,273997856,3,Кузнецкий мост,133.0,3,подземная,270000.0,Косметический,18.0,unknown,Во двор,"Совмещенный (2), Раздельный (2)",Можно с детьми,3.9,Москва
311,274968426,2,Проспект Мира,39.0,4,unknown,45000.0,Косметический,12.0,Балкон (1),Во двор,Раздельный (1),unknown,2.64,Москва
312,274617829,3,Сухаревская,80.0,7,unknown,100000.0,Евроремонт,18.333333333333332,unknown,Во двор,unknown,Можно с детьми,3.0,Москва
313,273460010,3,Сухаревская,115.0,10,наземная,110000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Раздельный (1),Можно с животными,3.0,Москва
314,274042642,2,Проспект Мира,71.0,7,открытая,115000.0,Дизайнерский,21.5,unknown,Во двор,Совмещенный (1),Можно с детьми,3.0,Москва
315,273668901,3,Комсомольская,110.0,5,открытая,120000.0,Евроремонт,24.0,"Балкон (1), Лоджия (1)",Во двор,Совмещенный (1),"Можно с детьми, Можно с животными",3.0,Москва
316,273387110,4,Цветной бульвар,120.0,1,unknown,150000.0,Евроремонт,17.666666666666668,unknown,На улицу и двор,Совмещенный (3),"Можно с детьми, Можно с животными",3.0,Москва
317,271712915,3,Проспект Мира,140.0,11,unknown,190000.0,Евроремонт,17.666666666666668,Балкон (1),Во двор,Совмещенный (2),"Можно с детьми, Можно с животными",3.0,Москва
